Comments,Surrounding Code Context,Class
Merges two sorted arrays into one.,"function merge(arr1, arr2) { let merged = []; let i = 0; let j = 0; while (i < arr1.length && j < arr2.length) { if (arr1[i] < arr2[j]) { merged.push(arr1[i++]); } else { merged.push(arr2[j++]); } } return merged.concat(arr1.slice(i)).concat(arr2.slice(j)); }",Useful
Checks if a number is prime.,"def is_prime(num): if num < 2: return False; for i in range(2, int(num**0.5) + 1): if num % i == 0: return False; return True",Useful
Calculates the greatest common divisor using recursion.,"fn gcd(a: u32, b: u32) -> u32 { if b == 0 { a } else { gcd(b, a % b) } }",Useful
This class converts Celsius to Fahrenheit.,"class Temperature: def __init__(self, celsius): self.celsius = celsius; def to_fahrenheit(self): return (self.celsius * 9 / 5) + 32",Not Useful
This function checks if a string is a palindrome.,function is_palindrome(str) { return str === str.split('').reverse().join(''); },Useful
Searches for a value in a binary tree.,"def binary_tree_search(node, target): if node is None: return False; if node.value == target: return True; return binary_tree_search(node.left, target) or binary_tree_search(node.right, target)",Useful
This class defines a linked list.,"class LinkedList: def __init__(self): self.head = None; def append(self, data): new_node = Node(data); if self.head is None: self.head = new_node; else: last = self.head; while last.next: last = last.next; last.next = new_node",Not Useful
Computes the factorial of a number.,function factorial(n) { if (n === 0) return 1; return n * factorial(n - 1); },Useful
This function sorts an array using the merge sort algorithm.,"pub fn merge_sort<T: Ord>(arr: &mut [T]) { let mid = arr.len() / 2; if mid == 0 { return; } merge_sort(&mut arr[0..mid]); merge_sort(&mut arr[mid..]); let mut merged = Vec::with_capacity(arr.len()); let (mut left, mut right) = (0, mid); while left < mid && right < arr.len() { if arr[left] <= arr[right] { merged.push(arr[left]); left += 1; } else { merged.push(arr[right]); right += 1; } } merged.extend_from_slice(&arr[left..mid]); merged.extend_from_slice(&arr[right..]); arr.copy_from_slice(&merged); }",Useful
Finds two indices of numbers in an array that add up to the target.,"def two_sum(nums, target): num_map = {}; for i, num in enumerate(nums): complement = target - num; if complement in num_map: return [num_map[complement], i]; num_map[num] = i",Useful
This class implements a queue data structure.,"class Queue: def __init__(self): self.items = []; def enqueue(self, item): self.items.append(item); def dequeue(self): return self.items.pop(0) if not self.is_empty() else None; def is_empty(self): return len(self.items) == 0",Not Useful
Removes duplicate values from an array.,function remove_duplicates(arr) { return [...new Set(arr)]; },Useful
Flattens a nested list into a single list.,def flatten(lst): return [item for sublist in lst for item in sublist],Useful
Counts the occurrences of each word in a string.,"pub fn count_words(s: &str) -> HashMap<&str, usize> { let mut word_count = HashMap::new(); for word in s.split_whitespace() { *word_count.entry(word).or_insert(0) += 1; } word_count }",Useful
Finds the longest common prefix string amongst an array of strings.,def longest_common_prefix(strs): if not strs: return ''; prefix = strs[0]; for s in strs[1:]: while s[:len(prefix)] != prefix and prefix: prefix = prefix[:-1]; return prefix,Useful
Generates a Fibonacci sequence up to n.,"function generate_fibonacci(n) { let fib = [0, 1]; for (let i = 2; i < n; i++) { fib[i] = fib[i - 1] + fib[i - 2]; } return fib; }",Useful
Performs a binary search recursively.,"def binary_search_recursive(arr, target, low, high): if low > high: return -1; mid = (low + high) // 2; if arr[mid] == target: return mid; elif arr[mid] < target: return binary_search_recursive(arr, target, mid + 1, high); else: return binary_search_recursive(arr, target, low, mid - 1)",Useful
This class defines a person with a name and age.,"class Person: def __init__(self, name, age): self.name = name; self.age = age; def birthday(self): self.age += 1",Not Useful
Counts down from n to 1.,function count_down(n) { while (n > 0) { console.log(n); n--; } },Not Useful
Rotates the elements of the array to the right by k steps.,"def rotate_array(arr, k): k = k % len(arr); return arr[-k:] + arr[:-k]",Useful
Calculates the nth Fibonacci number using an iterative approach.,"def fibonacci(n): a, b = 0, 1; for _ in range(n): a, b = b, a + b; return a",Useful
This class represents a graph.,"class Graph: def __init__(self): self.edges = {}; def add_edge(self, u, v): if u not in self.edges: self.edges[u] = []; self.edges[u].append(v)",Not Useful
This function sorts an array.,"function mergeSort(arr) { if (arr.length <= 1) return arr; const mid = Math.floor(arr.length / 2); const left = mergeSort(arr.slice(0, mid)); const right = mergeSort(arr.slice(mid)); return merge(left, right); }",Not Useful
Defines a linked list node and its associated list methods.,"struct Node { int data; Node* next; Node(int val) : data(val), next(nullptr) {} }; class LinkedList { Node* head; public: LinkedList() : head(nullptr) {} void append(int val) { Node* newNode = new Node(val); if (!head) { head = newNode; return; } Node* temp = head; while (temp->next) { temp = temp->next; } temp->next = newNode; }};",Useful
This function fetches data from a given URL and returns it as JSON.,async function fetchData(url) { const response = await fetch(url); if (!response.ok) throw new Error('Network response was not ok'); const data = await response.json(); return data; },Useful
This struct defines a Point in 2D space with methods for instantiation and distance calculation.,"pub struct Point { pub x: f64, pub y: f64 } impl Point { pub fn new(x: f64, y: f64) -> Point { Point { x, y } } pub fn distance(&self, other: &Point) -> f64 { ((self.x - other.x).powi(2) + (self.y - other.y).powi(2)).sqrt() } }",Useful
Performs a binary search on sorted array to find the index of the target value.,"def binary_search(arr, target): low, high = 0, len(arr) - 1; while low <= high: mid = (low + high) // 2; if arr[mid] == target: return mid; elif arr[mid] < target: low = mid + 1; else: high = mid - 1; return -1",Useful
This class implements a queue data structure.,class Queue { constructor() { this.items = []; } enqueue(element) { this.items.push(element); } dequeue() { return this.items.shift(); } isEmpty() { return this.items.length == 0; } },Useful
Checks if a given number is prime.,"def is_prime(num): if num < 2: return False; for i in range(2, int(num ** 0.5) + 1): if num % i == 0: return False; return True",Useful
Implements the quicksort algorithm to sort an array in place.,pub fn quicksort(arr: &mut [i32]) { if arr.len() <= 1 { return; } let pivot_index = partition(arr); quicksort(&mut arr[0..pivot_index]); quicksort(&mut arr[pivot_index + 1..]); },Useful
Creates a debounced function that delays invoking func until after wait milliseconds.,"function debounce(func, wait) { let timeout; return function(...args) { const context = this; clearTimeout(timeout); timeout = setTimeout(() => func.apply(context, args), wait); }; }",Useful
Defines a binary tree node and structure.,"class TreeNode { int val; TreeNode* left; TreeNode* right; TreeNode(int x) : val(x), left(NULL), right(NULL) {} }; class BinaryTree { TreeNode* root; public: void insert(int val) { // TODO: Implement insertion logic } }",Not Useful
This function checks if two strings are anagrams.,"def anagram_check(str1, str2): return sorted(str1) == sorted(str2)",Useful
Limits the rate at which a function can be called.,"function throttle(func, limit) { let lastFunc; let lastRan; return function() { const context = this; const args = arguments; if (!lastRan) { func.apply(context, args); lastRan = Date.now(); } else { clearTimeout(lastFunc); lastFunc = setTimeout(function() { if ((Date.now() - lastRan) >= limit) { func.apply(context, args); lastRan = Date.now(); } }, limit - (Date.now() - lastRan)); } }; }",Useful
Merges two dictionaries into one.,"def merge_dicts(dict1, dict2): return {**dict1, **dict2}",Useful
Handles GET requests in a simple HTTP server.,"class SimpleHTTPServer: def do_GET(self): self.send_response(200); self.send_header('Content-type', 'text/html'); self.end_headers(); self.wfile.write(b'Hello, World!')",Useful
Calculates the factorial of a number using an iterator.,pub fn factorial(n: u64) -> u64 { (1..=n).product() },Useful
Calculates the length of the longest common subsequence between two strings.,"def longest_common_subsequence(str1, str2): dp = [[0] * (len(str2) + 1) for _ in range(len(str1) + 1)]; for i in range(1, len(str1) + 1): for j in range(1, len(str2) + 1): if str1[i - 1] == str2[j - 1]: dp[i][j] = dp[i - 1][j - 1] + 1; else: dp[i][j] = max(dp[i - 1][j], dp[i][j - 1]); return dp[-1][-1]",Useful
Makes an AJAX GET request to the specified URL.,"function ajaxGet(url) { const xhr = new XMLHttpRequest(); xhr.open('GET', url); xhr.onload = function() { if (xhr.status >= 200 && xhr.status < 400) { console.log(xhr.responseText); } }; xhr.send(); }",Useful
Implements a generic stack data structure.,template <typename T> class Stack { private: std::vector<T> elements; public: void push(const T& element) { elements.push_back(element); } T pop() { if (elements.empty()) throw std::out_of_range('Stack<>::pop(): empty stack!'); T elem = elements.back(); elements.pop_back(); return elem; } };,Useful
Rotates a square matrix 90 degrees clockwise.,"def rotate_matrix(matrix): n = len(matrix); for i in range(n): for j in range(i, n): matrix[i][j], matrix[j][i] = matrix[j][i], matrix[i][j]; matrix.reverse()",Useful
Defines a User class and prints user information.,"class User { public: string name; int age; User(string n, int a) : name(n), age(a) {} }; vector<User> users; for (auto& user : users) { cout << user.name << ' ' << user.age; }",Not Useful
"Sorts a list of tuples based on the second element, then the first.","def custom_sort(arr): return sorted(arr, key=lambda x: (x[1], x[0]))",Useful
Implements the observer pattern for a subject.,class Subject { private: string name; vector<Observer*> observers; public: void attach(Observer* obs) { observers.push_back(obs); } void notify() { for (Observer* obs : observers) obs->update(); } };,Useful
Counts the number of vowels in a given string.,def count_vowels(s): return sum(1 for char in s if char in 'aeiouAEIOU'),Useful
Creates a reducer function for state management.,"function createReducer(reducer, initialState) { return function(state, action) { const nextState = reducer(state, action); return nextState !== undefined ? nextState : state; }; }",Useful
Sorts an array using the merge sort algorithm.,"pub fn merge_sort<T: Ord>(arr: &mut [T]) { let mid = arr.len() / 2; if mid == 0 { return; } let left = &mut arr[..mid]; let right = &mut arr[mid..]; merge_sort(left); merge_sort(right); merge(left, right); }",Useful
Returns a list of unique elements from the input list.,def unique_elements(lst): return list(set(lst)),Useful
Defines a database class with connection methods.,class Database { public: void connect(); void disconnect(); }; void Database::connect() { // Connection logic here },Not Useful
Flattens a nested list into a single list.,def flatten(nested_list): return [item for sublist in nested_list for item in sublist],Useful
Calculates the height of a binary tree.,"pub fn binary_tree_height(node: Option<Box<TreeNode>>) -> usize { match node { Some(n) => 1 + max(binary_tree_height(n.left), binary_tree_height(n.right)), None => 0 } }",Useful
Generates all permutations of a given list.,def generate_permutations(arr): if len(arr) == 0: return [[]]; return [[arr[i]] + p for i in range(len(arr)) for p in generate_permutations(arr[:i] + arr[i+1:])],Useful
Validates if a string is a proper email format.,function validateEmail(email) { const regex = /^[^\s@]+@[^\s@]+\.[^\s@]+$/; return regex.test(email); },Useful
Implements an LRU cache decorator for function results.,def lru_cache(max_size): def decorator(func): cache = {} def wrapper(*args): if args in cache: return cache[args]; if len(cache) >= max_size: cache.popitem(last=False); cache[args] = func(*args); return cache[args]; return wrapper; return decorator,Useful
Finds the maximum value in an array.,pub fn find_max(arr: &[i32]) -> i32 { *arr.iter().max().unwrap() },Useful
This function implements the quicksort algorithm which sorts an array by selecting a pivot and partitioning the array.,def quicksort(arr): if len(arr) <= 1: return arr else: pivot = arr[len(arr) // 2] left = [x for x in arr if x < pivot] middle = [x for x in arr if x == pivot] right = [x for x in arr if x > pivot] return quicksort(left) + middle + quicksort(right),Useful
This function merges two sorted arrays into a single sorted array.,"const mergeSortedArrays = (arr1, arr2) => { let merged = []; let i = 0; let j = 0; while (i < arr1.length && j < arr2.length) { if (arr1[i] < arr2[j]) { merged.push(arr1[i++]); } else { merged.push(arr2[j++]); } } return merged.concat(arr1.slice(i)).concat(arr2.slice(j)); };",Useful
